date,moderator,operation_time_minutes
2020-10-03,112,1.38
2020-10-03,112,1.07
2020-10-03,112,2.8
2020-10-03,112,0.02
2020-10-03,112,5.18
2020-10-03,112,2.67
2020-10-03,123,1.43
2020-10-03,149,1.58
2020-10-03,170,0.52
2020-10-03,170,0.45
2020-10-03,170,1.2
2020-10-03,149,3.23
2020-10-03,170,2.25
2020-10-03,170,0.22
2020-10-03,170,0.9
2020-10-03,170,1.17
2020-10-03,170,2.4
2020-10-03,170,0.45
2020-10-03,170,0.63
2020-10-03,170,1.43
2020-10-03,112,0.62
2020-10-03,112,0.43
2020-10-03,112,1.77
2020-10-03,170,0.15
2020-10-03,170,0.93
2020-10-03,170,1.07
2020-10-03,170,2.32
2020-10-03,170,0.42
2020-10-03,170,1.68
2020-10-03,170,1.07
2020-10-03,170,2.6
2020-10-03,170,0.8
2020-10-03,170,1.0
2020-10-03,149,6.83
2020-10-04,122,11.73
2020-10-04,143,0.2
2020-10-04,143,0.58
2020-10-04,143,0.13
2020-10-04,143,0.87
2020-10-04,143,0.77
2020-10-04,143,8.93
2020-10-04,143,3.1
2020-10-04,143,0.35
2020-10-04,143,0.13
2020-10-04,122,4.62
2020-10-04,122,3.43
2020-10-04,143,0.18
2020-10-04,143,0.2
2020-10-04,143,1.65
2020-10-04,122,11.85
2020-10-04,122,13.17
2020-10-04,122,3.67
2020-10-04,149,3.8
2020-10-04,122,3.35
2020-10-04,143,11.88
2020-10-04,149,13.78
2020-10-04,143,1.27
2020-10-04,143,1.17
2020-10-04,143,1.73
2020-10-04,143,1.47
2020-10-04,149,9.08
2020-10-04,149,5.25
2020-10-04,149,4.92
2020-10-04,143,0.37
2020-10-04,143,0.47
2020-10-04,143,0.02
2020-10-04,123,12.42
2020-10-04,123,4.6
2020-10-04,163,0.75
2020-10-04,123,1.1
2020-10-04,112,6.57
2020-10-04,149,2.75
2020-10-04,112,1.08
2020-10-04,112,1.75
2020-10-04,112,2.15
2020-10-04,112,0.83
2020-10-04,112,8.45
2020-10-04,112,18.77
2020-10-04,112,1.27
2020-10-04,112,3.33
2020-10-04,112,0.08
2020-10-04,112,4.58
2020-10-04,143,0.08
2020-10-04,143,0.45
2020-10-04,143,0.15
2020-10-04,143,0.17
2020-10-04,149,8.65
2020-10-04,149,4.63
2020-10-04,181,4.82
2020-10-04,181,5.37
2020-10-04,181,3.57
2020-10-04,175,10.6
2020-10-04,175,0.52
2020-10-04,175,0.37
2020-10-04,175,3.4
2020-10-04,175,4.17
2020-10-05,187,5.92
2020-10-05,187,0.68
2020-10-05,187,0.78
2020-10-05,187,1.18
2020-10-05,187,1.45
2020-10-05,187,1.25
2020-10-05,187,1.37
2020-10-05,187,1.1
2020-10-05,187,6.38
2020-10-05,187,1.53
2020-10-05,187,6.98
2020-10-05,187,1.6
2020-10-05,187,2.38
2020-10-05,187,4.13
2020-10-05,128,0.62
2020-10-05,128,0.35
2020-10-05,187,2.55
2020-10-05,187,1.0
2020-10-05,128,3.3
2020-10-05,187,4.1
2020-10-05,128,1.67
2020-10-05,187,1.42
2020-10-05,128,2.27
2020-10-05,128,1.97
2020-10-05,128,5.9
2020-10-05,128,0.52
2020-10-05,161,11.22
2020-10-05,128,0.28
2020-10-05,128,5.17
2020-10-05,128,4.97
2020-10-05,116,0.45
2020-10-05,128,6.2
2020-10-05,116,1.4
2020-10-05,128,4.02
2020-10-05,144,1.98
2020-10-05,144,7.95
2020-10-05,161,0.88
2020-10-05,116,1.78
2020-10-05,187,0.62
2020-10-05,161,4.43
2020-10-05,116,1.48
2020-10-05,144,16.13
2020-10-05,128,3.52
2020-10-05,187,0.8
2020-10-05,187,0.45
2020-10-05,128,0.05
2020-10-05,144,3.15
2020-10-05,103,0.88
2020-10-05,116,2.12
2020-10-05,128,3.17
2020-10-05,128,0.85
2020-10-05,116,2.35
2020-10-05,128,3.17
2020-10-05,103,1.57
2020-10-05,128,2.15
2020-10-05,103,1.38
2020-10-05,187,1.37
2020-10-05,128,2.1
2020-10-05,103,4.05
2020-10-05,103,1.02
2020-10-05,103,2.72
2020-10-05,103,1.03
2020-10-05,103,2.92
2020-10-05,103,3.55
2020-10-05,103,0.67
2020-10-05,103,2.2
2020-10-05,103,0.87
2020-10-05,103,2.58
2020-10-05,103,0.85
2020-10-05,103,2.92
2020-10-05,103,2.47
2020-10-05,103,1.6
2020-10-05,103,4.83
2020-10-05,103,2.1
2020-10-05,103,2.13
2020-10-05,103,1.13
2020-10-05,103,1.17
2020-10-05,103,0.35
2020-10-05,103,7.58
2020-10-05,103,9.72
2020-10-06,116,2.28
2020-10-06,153,2.13
2020-10-06,153,0.07
2020-10-06,187,11.15
2020-10-06,153,0.53
2020-10-06,153,0.97
2020-10-06,153,0.12
2020-10-06,153,0.4
2020-10-06,153,0.63
2020-10-06,161,0.22
2020-10-06,161,0.33
2020-10-06,187,0.75
2020-10-06,161,2.02
2020-10-06,187,8.98
2020-10-06,187,3.73
2020-10-06,153,0.03
2020-10-06,187,4.88
2020-10-06,116,1.02
2020-10-06,187,3.77
2020-10-06,128,3.13
2020-10-06,153,0.4
2020-10-06,187,2.6
2020-10-06,187,1.6
2020-10-06,187,10.12
2020-10-06,187,2.92
2020-10-06,187,1.9
2020-10-06,116,1.5
2020-10-06,187,0.1
2020-10-06,187,12.73
2020-10-06,128,1.02
2020-10-06,128,0.35
2020-10-06,116,0.9
2020-10-06,116,0.3
2020-10-06,116,3.28
2020-10-06,128,0.5
2020-10-06,128,0.15
2020-10-06,128,0.5
2020-10-06,187,2.12
2020-10-06,128,0.23
2020-10-06,116,1.0
2020-10-06,128,0.03
2020-10-06,128,1.25
2020-10-06,116,1.22
2020-10-06,116,1.12
2020-10-06,116,0.98
2020-10-06,187,15.37
2020-10-06,128,0.48
2020-10-06,128,0.45
2020-10-06,103,1.37
2020-10-06,103,0.42
2020-10-06,103,1.3
2020-10-06,103,5.33
2020-10-06,103,0.03
2020-10-06,103,0.03
2020-10-06,103,3.45
2020-10-06,103,4.7
2020-10-06,103,1.77
2020-10-06,103,0.22
2020-10-06,103,0.5
2020-10-06,103,3.62
2020-10-06,103,0.33
2020-10-06,103,1.7
2020-10-06,103,1.38
2020-10-06,103,1.57
2020-10-06,103,1.3
2020-10-06,180,3.73
2020-10-06,180,3.4
2020-10-06,188,1.1
2020-10-06,188,0.45
2020-10-06,188,3.33
2020-10-07,123,2.0
2020-10-07,123,1.8
2020-10-07,123,1.07
2020-10-07,112,3.72
2020-10-07,123,4.38
2020-10-07,123,1.55
2020-10-07,123,4.07
2020-10-07,123,3.55
2020-10-07,112,6.7
2020-10-07,112,8.88
2020-10-07,112,16.43
2020-10-07,123,2.2
2020-10-07,123,2.52
2020-10-07,123,5.92
2020-10-07,123,2.8
2020-10-07,123,2.88
2020-10-07,123,1.08
2020-10-07,170,0.83
2020-10-07,123,13.03
2020-10-07,170,5.3
2020-10-07,123,1.47
2020-10-07,112,1.43
2020-10-07,112,3.27
2020-10-07,112,1.3
2020-10-07,122,7.55
2020-10-07,181,2.55
2020-10-07,122,13.02
2020-10-07,143,9.85
2020-10-07,181,4.52
2020-10-07,143,6.7
2020-10-07,181,0.37
2020-10-07,112,8.5
2020-10-07,170,5.03
2020-10-07,143,6.02
2020-10-07,143,1.12
2020-10-07,143,1.3
2020-10-07,143,2.23
2020-10-07,143,2.93
2020-10-07,143,0.55
2020-10-07,112,15.62
2020-10-07,112,0.93
2020-10-07,112,1.02
2020-10-07,112,0.05
2020-10-07,112,13.08
2020-10-07,112,5.45
2020-10-07,112,3.22
2020-10-07,112,3.03
2020-10-07,112,3.25
2020-10-07,125,5.13
2020-10-07,175,8.47
2020-10-07,125,1.13
2020-10-07,175,10.32
2020-10-07,175,2.2
2020-10-07,175,2.57
2020-10-07,170,0.98
2020-10-07,125,5.2
2020-10-07,175,1.43
2020-10-07,125,13.45
2020-10-07,125,7.05
2020-10-07,125,1.25
2020-10-07,175,10.18
2020-10-07,125,0.28
2020-10-08,149,1.97
2020-10-08,149,2.13
2020-10-08,149,13.77
2020-10-08,149,11.15
2020-10-08,149,4.28
2020-10-08,149,2.03
2020-10-08,149,4.08
2020-10-08,149,0.42
2020-10-08,149,1.38
2020-10-08,149,15.98
2020-10-08,149,1.55
2020-10-08,149,6.15
2020-10-08,149,1.3
2020-10-08,149,1.12
2020-10-08,149,1.35
2020-10-08,149,7.18
2020-10-08,149,0.82
2020-10-08,149,1.25
2020-10-08,149,0.53
2020-10-08,122,3.43
2020-10-08,149,5.22
2020-10-08,170,3.72
2020-10-08,122,2.17
2020-10-08,143,0.28
2020-10-08,122,7.28
2020-10-08,149,1.42
2020-10-08,143,7.43
2020-10-08,143,4.23
2020-10-08,143,0.28
2020-10-08,143,0.78
2020-10-08,170,5.77
2020-10-08,170,1.43
2020-10-08,170,1.08
2020-10-08,170,0.95
2020-10-08,170,1.53
2020-10-08,123,1.33
2020-10-08,170,5.67
2020-10-08,170,10.5
2020-10-08,170,0.02
2020-10-08,170,9.35
2020-10-08,170,1.48
2020-10-08,175,1.6
2020-10-08,170,0.35
2020-10-08,175,5.18
2020-10-08,175,3.3
2020-10-08,175,4.47
2020-10-08,175,4.85
2020-10-08,175,2.43
2020-10-08,170,2.65
2020-10-08,123,6.65
2020-10-08,170,3.98
2020-10-08,175,15.08
2020-10-08,175,2.83
2020-10-08,175,2.32
2020-10-08,175,0.02
2020-10-08,175,3.57
2020-10-08,175,0.18
2020-10-08,175,0.65
2020-10-08,175,0.8
2020-10-08,175,1.03
2020-10-08,175,0.03
2020-10-08,175,2.03
2020-10-08,175,0.28
2020-10-09,161,5.32
2020-10-09,161,1.53
2020-10-09,161,0.83
2020-10-09,161,3.98
2020-10-09,144,0.32
2020-10-09,144,1.5
2020-10-09,144,3.3
2020-10-09,153,10.23
2020-10-09,161,0.42
2020-10-09,153,1.33
2020-10-09,153,1.5
2020-10-09,144,2.58
2020-10-09,144,2.27
2020-10-09,153,3.4
2020-10-09,153,8.23
2020-10-09,153,4.9
2020-10-09,144,0.37
2020-10-09,144,1.52
2020-10-09,144,2.38
2020-10-09,144,0.6
2020-10-09,144,0.25
2020-10-09,144,0.97
2020-10-09,144,1.03
2020-10-09,144,0.75
2020-10-09,144,0.37
2020-10-09,144,4.22
2020-10-09,144,1.82
2020-10-09,144,0.13
2020-10-09,144,1.28
2020-10-09,153,4.25
2020-10-09,144,0.45
2020-10-09,144,3.98
2020-10-09,116,3.38
2020-10-09,161,0.33
2020-10-09,161,2.28
2020-10-09,144,1.85
2020-10-09,161,2.53
2020-10-09,153,10.35
2020-10-09,144,1.65
2020-10-09,161,2.07
2020-10-09,144,1.5
2020-10-09,116,2.9
2020-10-09,116,4.65
2020-10-09,144,1.4
2020-10-09,144,5.75
2020-10-09,116,3.4
2020-10-09,144,1.18
2020-10-09,153,1.78
2020-10-09,144,1.12
2020-10-09,144,2.28
2020-10-09,144,0.27
2020-10-09,144,0.67
2020-10-09,116,4.07
2020-10-09,116,3.62
2020-10-09,116,6.98
2020-10-09,144,0.4
2020-10-09,161,2.65
2020-10-09,116,6.0
2020-10-09,144,1.17
2020-10-09,161,3.05
2020-10-09,161,1.48
2020-10-09,161,4.22
2020-10-09,153,0.8
2020-10-09,116,4.57
2020-10-09,144,0.15
2020-10-09,144,0.12
2020-10-09,144,0.18
2020-10-09,144,0.3
2020-10-09,144,0.15
2020-10-09,144,6.08
2020-10-09,144,0.27
2020-10-09,144,0.17
2020-10-09,161,0.57
2020-10-09,144,2.12
2020-10-09,116,3.8
2020-10-09,116,8.47
2020-10-09,144,1.87
2020-10-09,161,4.25
2020-10-09,161,12.37
2020-10-09,161,6.18
2020-10-09,116,2.42
2020-10-09,116,7.88
2020-10-09,161,0.4
2020-10-09,161,1.02
2020-10-09,116,6.3
2020-10-09,161,0.23
2020-10-09,161,4.33
2020-10-09,116,1.43
2020-10-09,116,0.47
2020-10-09,161,2.75
2020-10-09,116,2.5
2020-10-09,161,0.87
2020-10-09,116,4.93
2020-10-09,161,0.67
2020-10-09,161,4.52
2020-10-09,161,0.12
2020-10-09,146,0.95
2020-10-09,153,3.15
2020-10-09,161,0.62
2020-10-09,161,0.57
2020-10-09,103,1.12
2020-10-09,103,0.17
2020-10-09,103,5.25
2020-10-09,103,0.45
2020-10-09,103,1.98
2020-10-09,103,0.63
2020-10-09,103,2.68
2020-10-09,103,3.93
2020-10-09,103,0.2
2020-10-09,103,3.77
2020-10-09,103,2.63
2020-10-09,103,0.27
2020-10-09,103,0.5
2020-10-09,103,1.1
2020-10-09,103,1.77
2020-10-09,103,0.97
2020-10-09,103,0.13
2020-10-09,103,0.02
2020-10-09,188,1.53
2020-10-10,146,5.12
2020-10-10,146,4.67
2020-10-10,116,1.2
2020-10-10,146,9.65
2020-10-10,146,2.2
2020-10-10,116,2.07
2020-10-10,146,4.07
2020-10-10,146,3.02
2020-10-10,116,1.83
2020-10-10,146,3.02
2020-10-10,146,1.38
2020-10-10,146,0.82
2020-10-10,116,1.68
2020-10-10,116,2.27
2020-10-10,116,0.37
2020-10-10,116,1.65
2020-10-10,116,1.33
2020-10-10,116,1.22
2020-10-10,116,1.13
2020-10-10,116,2.37
2020-10-10,116,1.52
2020-10-10,116,2.67
2020-10-10,116,0.57
2020-10-10,116,1.47
2020-10-10,116,1.8
2020-10-10,116,1.58
2020-10-10,116,1.28
2020-10-10,116,1.52
2020-10-10,116,2.08
2020-10-10,116,4.78
2020-10-10,116,1.03
2020-10-10,116,1.02
2020-10-10,146,3.12
2020-10-10,116,0.28
2020-10-10,116,3.15
2020-10-10,116,0.03
2020-10-10,146,2.6
2020-10-10,116,1.7
2020-10-10,116,0.62
2020-10-10,116,1.3
2020-10-10,116,0.2
2020-10-10,116,1.07
2020-10-10,116,1.35
2020-10-10,146,2.63
2020-10-10,116,3.5
2020-10-10,128,1.22
2020-10-10,116,0.87
2020-10-10,116,0.92
2020-10-10,116,0.53
2020-10-10,146,1.93
2020-10-10,116,1.92
2020-10-10,161,7.28
2020-10-10,116,0.57
2020-10-10,128,0.58
2020-10-10,128,1.15
2020-10-10,128,0.93
2020-10-10,128,2.8
2020-10-10,161,7.68
2020-10-10,161,5.68
2020-10-10,128,0.5
2020-10-10,161,3.4
2020-10-10,161,1.05
2020-10-10,161,6.65
2020-10-10,161,3.68
2020-10-10,161,3.9
2020-10-10,161,2.07
2020-10-10,161,3.8
2020-10-10,161,1.62
2020-10-10,128,1.02
2020-10-10,161,0.88
2020-10-10,161,1.27
2020-10-10,161,0.8
2020-10-10,103,1.72
2020-10-10,161,0.05
2020-10-10,161,0.87
2020-10-10,161,1.55
2020-10-10,103,1.4
2020-10-10,103,3.13
2020-10-10,103,6.28
2020-10-10,103,1.88
2020-10-10,144,0.85
2020-10-10,144,1.53
2020-10-10,103,1.88
2020-10-10,103,8.22
2020-10-10,103,0.8
2020-10-10,103,2.17
2020-10-10,188,0.3
2020-10-10,188,0.33
2020-10-10,188,0.35
2020-10-10,103,0.38
2020-10-10,103,0.78
2020-10-10,103,0.2
2020-10-11,163,4.22
2020-10-11,143,2.9
2020-10-11,163,4.98
2020-10-11,163,1.08
2020-10-11,163,2.57
2020-10-11,143,1.43
2020-10-11,163,5.85
2020-10-11,143,8.47
2020-10-11,163,6.3
2020-10-11,163,0.28
2020-10-11,163,0.98
2020-10-11,163,9.37
2020-10-11,143,16.57
2020-10-11,181,5.72
2020-10-11,181,1.33
2020-10-11,181,5.28
2020-10-11,143,9.05
2020-10-11,181,0.47
2020-10-11,181,0.67
2020-10-11,143,1.48
2020-10-11,181,4.9
2020-10-11,181,18.07
2020-10-11,143,4.02
2020-10-11,163,2.08
2020-10-11,163,1.88
2020-10-11,163,0.98
2020-10-11,163,4.87
2020-10-11,163,1.82
2020-10-11,163,1.53
2020-10-11,143,8.33
2020-10-11,143,4.65
2020-10-11,163,1.82
2020-10-11,163,0.28
2020-10-11,181,0.43
2020-10-11,181,2.93
2020-10-11,181,2.48
2020-10-11,163,2.32
2020-10-11,181,0.78
2020-10-11,163,3.58
2020-10-11,181,3.58
2020-10-11,163,0.02
2020-10-11,163,1.82
2020-10-11,181,0.55
2020-10-11,181,3.12
2020-10-11,163,1.32
2020-10-11,163,0.6
2020-10-11,163,0.87
2020-10-11,143,2.92
2020-10-11,163,2.48
2020-10-11,143,3.25
2020-10-11,143,1.63
2020-10-11,170,9.53
2020-10-11,181,2.12
2020-10-11,123,0.72
2020-10-11,123,1.27
2020-10-11,170,6.63
2020-10-11,163,2.27
2020-10-11,170,5.72
2020-10-11,170,4.15
2020-10-11,181,1.1
2020-10-11,123,1.48
2020-10-11,181,0.53
2020-10-11,123,0.15
2020-10-11,163,0.48
2020-10-11,170,4.23
2020-10-11,170,6.45
2020-10-11,123,3.03
2020-10-11,170,2.93
2020-10-11,170,4.08
2020-10-11,170,4.55
2020-10-11,123,0.45
2020-10-11,122,2.93
2020-10-11,112,2.37
2020-10-11,170,3.5
2020-10-11,170,5.33
2020-10-11,112,1.58
2020-10-11,170,4.2
2020-10-11,112,0.78
2020-10-11,170,2.42
2020-10-11,170,6.43
2020-10-11,163,3.2
2020-10-11,112,1.62
2020-10-11,163,2.68
2020-10-11,163,2.35
2020-10-11,163,4.08
2020-10-11,112,0.8
2020-10-11,163,5.48
2020-10-11,175,19.88
2020-10-11,112,0.73
2020-10-11,112,0.27
2020-10-11,112,0.35
2020-10-11,163,3.23
2020-10-11,122,16.02
2020-10-11,163,6.43
2020-10-11,163,9.52
2020-10-11,112,0.8
2020-10-11,163,4.57
2020-10-11,163,0.02
2020-10-11,163,0.62
2020-10-11,175,3.22
2020-10-11,122,3.5
2020-10-11,175,3.78
2020-10-11,175,5.67
2020-10-11,175,1.22
2020-10-11,175,1.2
2020-10-11,175,1.78
2020-10-11,175,13.3
2020-10-11,175,1.05
2020-10-11,175,1.48
2020-10-11,175,1.03
2020-10-11,175,0.05
2020-10-11,175,3.0
2020-10-11,175,0.63
2020-10-12,116,2.78
2020-10-12,116,3.13
2020-10-12,163,0.9
2020-10-12,170,2.93
2020-10-12,163,1.12
2020-10-12,116,3.48
2020-10-12,116,1.35
2020-10-12,170,4.2
2020-10-12,116,2.43
2020-10-12,116,0.4
2020-10-12,116,1.85
2020-10-12,116,1.38
2020-10-12,116,2.55
2020-10-12,116,2.1
2020-10-12,116,1.42
2020-10-12,116,2.05
2020-10-12,116,1.55
2020-10-12,170,9.77
2020-10-12,116,2.22
2020-10-12,116,1.42
2020-10-12,116,3.25
2020-10-12,181,10.25
2020-10-12,116,0.7
2020-10-12,170,12.97
2020-10-12,116,1.08
2020-10-12,122,4.5
2020-10-12,112,1.02
2020-10-12,112,0.53
2020-10-12,112,1.77
2020-10-12,112,1.18
2020-10-12,112,0.78
2020-10-12,170,0.9
2020-10-12,163,1.18
2020-10-12,163,0.37
2020-10-12,163,1.08
2020-10-12,163,1.43
2020-10-12,163,0.52
2020-10-12,123,1.82
2020-10-12,123,1.1
2020-10-12,112,1.73
2020-10-12,116,1.52
2020-10-12,116,3.03
2020-10-12,122,4.67
2020-10-12,116,3.42
2020-10-12,116,2.52
2020-10-12,116,3.63
2020-10-12,116,7.48
2020-10-12,116,2.2
2020-10-12,116,3.48
2020-10-12,116,3.93
2020-10-12,125,5.95
2020-10-12,125,6.93
2020-10-12,125,2.92
2020-10-12,112,6.08
2020-10-12,112,0.28
2020-10-12,125,3.98
2020-10-12,125,2.1
2020-10-12,125,2.17
2020-10-12,125,1.4
2020-10-12,125,0.67
2020-10-12,125,0.75
2020-10-12,125,3.6
2020-10-12,125,3.78
2020-10-12,125,4.15
2020-10-12,125,5.08
2020-10-12,125,7.25
2020-10-12,125,2.6
2020-10-12,175,1.3
2020-10-12,175,5.47
2020-10-12,175,14.67
2020-10-12,125,0.62
2020-10-13,146,1.9
2020-10-13,146,8.83
2020-10-13,146,0.97
2020-10-13,161,2.92
2020-10-13,161,0.25
2020-10-13,161,1.48
2020-10-13,146,1.58
2020-10-13,161,0.02
2020-10-13,161,0.78
2020-10-13,161,0.87
2020-10-13,161,0.43
2020-10-13,161,0.22
2020-10-13,161,2.25
2020-10-13,146,18.43
2020-10-13,146,2.02
2020-10-13,161,0.33
2020-10-13,116,1.62
2020-10-13,146,3.18
2020-10-13,116,1.13
2020-10-13,116,0.98
2020-10-13,146,0.6
2020-10-13,116,2.22
2020-10-13,116,1.18
2020-10-13,103,1.98
2020-10-13,161,3.88
2020-10-13,161,3.87
2020-10-13,161,2.9
2020-10-13,146,0.13
2020-10-13,161,1.08
2020-10-13,161,5.87
2020-10-13,161,7.57
2020-10-13,161,18.92
2020-10-13,146,14.75
2020-10-13,146,2.6
2020-10-13,146,11.33
2020-10-13,146,9.75
2020-10-13,146,2.22
2020-10-13,146,12.75
2020-10-13,103,1.07
2020-10-13,146,5.95
2020-10-13,187,8.7
2020-10-13,103,0.65
2020-10-13,187,5.0
2020-10-13,187,5.8
2020-10-13,187,4.68
2020-10-13,187,2.9
2020-10-13,103,1.8
2020-10-13,187,0.02
2020-10-13,103,4.6
2020-10-13,103,2.83
2020-10-13,103,2.2
2020-10-13,103,3.63
2020-10-13,103,1.08
2020-10-13,103,2.35
2020-10-13,103,1.0
2020-10-13,103,2.47
2020-10-13,180,1.65
2020-10-13,180,4.33
2020-10-13,103,0.82
2020-10-13,103,0.65
2020-10-14,146,4.72
2020-10-14,161,0.02
2020-10-14,146,3.45
2020-10-14,161,8.07
2020-10-14,146,1.35
2020-10-14,146,3.97
2020-10-14,146,1.9
2020-10-14,146,1.38
2020-10-14,146,2.37
2020-10-14,161,0.35
2020-10-14,146,0.77
2020-10-14,146,0.73
2020-10-14,146,0.9
2020-10-14,146,0.62
2020-10-14,146,2.37
2020-10-14,146,1.23
2020-10-14,146,0.8
2020-10-14,146,1.1
2020-10-14,146,8.92
2020-10-14,128,0.92
2020-10-14,161,4.82
2020-10-14,161,5.43
2020-10-14,146,0.32
2020-10-14,161,7.85
2020-10-14,161,2.22
2020-10-14,161,3.33
2020-10-14,146,1.43
2020-10-14,161,2.42
2020-10-14,128,5.78
2020-10-14,128,1.3
2020-10-14,128,3.0
2020-10-14,128,0.78
2020-10-14,161,0.75
2020-10-14,128,2.23
2020-10-14,153,1.63
2020-10-14,153,3.83
2020-10-14,128,2.45
2020-10-14,128,0.02
2020-10-14,128,1.58
2020-10-14,128,1.28
2020-10-14,128,2.37
2020-10-14,128,1.52
2020-10-14,187,4.38
2020-10-14,128,1.08
2020-10-14,153,2.92
2020-10-14,128,1.9
2020-10-14,161,2.17
2020-10-14,161,1.22
2020-10-14,161,0.48
2020-10-14,161,0.33
2020-10-14,116,2.03
2020-10-14,161,5.33
2020-10-14,161,2.43
2020-10-14,187,4.08
2020-10-14,187,3.82
2020-10-14,161,1.02
2020-10-14,187,5.6
