date,moderator,operation_time_minutes
2020-10-03,117,1.5
2020-10-03,186,3.45
2020-10-03,117,0.55
2020-10-03,117,0.33
2020-10-03,117,1.43
2020-10-03,117,1.3
2020-10-03,117,0.2
2020-10-03,117,0.67
2020-10-03,117,0.57
2020-10-03,117,0.37
2020-10-03,117,0.62
2020-10-03,117,1.03
2020-10-03,117,3.57
2020-10-03,117,0.1
2020-10-03,117,2.53
2020-10-03,186,0.83
2020-10-03,186,1.93
2020-10-03,186,0.4
2020-10-03,186,0.38
2020-10-03,186,2.67
2020-10-03,186,1.47
2020-10-03,186,0.08
2020-10-03,186,0.68
2020-10-03,186,0.68
2020-10-04,172,1.12
2020-10-04,172,3.35
2020-10-04,172,1.03
2020-10-04,172,8.05
2020-10-04,152,0.8
2020-10-04,114,1.13
2020-10-04,114,0.37
2020-10-04,114,0.5
2020-10-04,114,4.78
2020-10-04,114,7.25
2020-10-04,136,4.18
2020-10-04,172,1.2
2020-10-04,172,0.3
2020-10-04,172,1.93
2020-10-04,172,1.32
2020-10-04,114,0.95
2020-10-04,172,1.0
2020-10-04,172,1.1
2020-10-04,152,0.75
2020-10-04,152,1.33
2020-10-04,152,0.87
2020-10-04,152,0.67
2020-10-04,152,1.65
2020-10-04,136,0.67
2020-10-04,152,1.27
2020-10-04,114,6.1
2020-10-04,152,0.32
2020-10-04,152,3.22
2020-10-04,136,0.53
2020-10-04,136,2.25
2020-10-04,152,0.67
2020-10-04,152,0.85
2020-10-04,172,0.58
2020-10-04,172,0.58
2020-10-04,172,0.42
2020-10-04,172,0.68
2020-10-04,172,1.15
2020-10-04,172,1.35
2020-10-04,114,2.32
2020-10-04,114,3.13
2020-10-04,114,2.57
2020-10-04,172,0.5
2020-10-04,172,1.27
2020-10-04,172,0.47
2020-10-04,172,0.55
2020-10-04,152,1.18
2020-10-04,172,1.18
2020-10-04,172,0.37
2020-10-04,114,0.75
2020-10-04,114,1.97
2020-10-04,114,0.02
2020-10-04,114,0.68
2020-10-04,114,0.8
2020-10-04,114,0.53
2020-10-04,114,0.47
2020-10-04,114,0.42
2020-10-04,152,3.77
2020-10-04,152,1.17
2020-10-04,114,0.17
2020-10-04,114,0.27
2020-10-04,114,1.28
2020-10-04,114,0.02
2020-10-04,152,1.63
2020-10-04,152,1.02
2020-10-04,152,3.08
2020-10-04,152,3.82
2020-10-04,152,0.13
2020-10-04,152,1.0
2020-10-04,152,2.42
2020-10-04,117,0.43
2020-10-04,117,0.73
2020-10-04,117,0.33
2020-10-04,117,2.15
2020-10-04,117,0.2
2020-10-04,117,0.83
2020-10-04,117,1.62
2020-10-04,117,6.88
2020-10-04,117,0.72
2020-10-04,117,0.12
2020-10-04,117,0.12
2020-10-04,117,0.47
2020-10-04,117,3.85
2020-10-04,117,1.77
2020-10-04,117,0.7
2020-10-04,117,0.4
2020-10-04,117,0.15
2020-10-04,117,0.02
2020-10-04,186,1.2
2020-10-04,186,3.65
2020-10-04,186,1.63
2020-10-04,186,0.73
2020-10-04,186,1.8
2020-10-04,186,0.57
2020-10-04,186,2.7
2020-10-04,186,3.0
2020-10-04,117,1.57
2020-10-04,117,1.08
2020-10-04,117,1.03
2020-10-04,117,12.4
2020-10-04,117,2.28
2020-10-04,117,3.68
2020-10-04,117,0.93
2020-10-04,186,0.03
2020-10-04,186,3.25
2020-10-04,186,0.85
2020-10-04,186,3.27
2020-10-05,178,2.5
2020-10-05,178,0.38
2020-10-05,178,0.03
2020-10-05,141,10.22
2020-10-05,178,1.45
2020-10-05,178,1.77
2020-10-05,178,1.77
2020-10-05,178,0.7
2020-10-05,178,0.65
2020-10-05,111,2.28
2020-10-05,167,1.0
2020-10-05,167,3.53
2020-10-05,135,1.42
2020-10-05,167,1.45
2020-10-05,135,0.63
2020-10-05,167,3.68
2020-10-05,167,6.42
2020-10-05,167,6.28
2020-10-05,135,0.13
2020-10-05,167,7.28
2020-10-05,167,2.67
2020-10-05,111,0.85
2020-10-05,167,4.07
2020-10-05,135,0.38
2020-10-05,167,5.47
2020-10-05,167,2.7
2020-10-05,167,9.25
2020-10-05,178,2.63
2020-10-05,167,1.5
2020-10-05,167,2.25
2020-10-05,156,0.95
2020-10-05,167,1.25
2020-10-05,167,2.1
2020-10-05,111,1.13
2020-10-05,111,2.77
2020-10-05,111,0.68
2020-10-05,167,1.6
2020-10-05,111,0.23
2020-10-05,111,0.92
2020-10-05,111,0.37
2020-10-05,167,2.55
2020-10-05,111,0.47
2020-10-05,178,0.43
2020-10-05,165,1.45
2020-10-05,135,0.12
2020-10-05,135,0.03
2020-10-05,165,0.28
2020-10-05,135,0.43
2020-10-05,135,2.12
2020-10-05,165,0.17
2020-10-05,165,9.68
2020-10-05,135,0.27
2020-10-05,173,4.68
2020-10-05,111,0.23
2020-10-05,165,7.98
2020-10-05,135,0.15
2020-10-05,165,0.22
2020-10-05,111,0.33
2020-10-05,165,7.05
2020-10-05,135,0.95
2020-10-05,111,0.22
2020-10-05,135,1.08
2020-10-05,135,0.13
2020-10-05,111,0.12
2020-10-05,165,1.73
2020-10-05,165,1.47
2020-10-05,165,4.9
2020-10-05,165,2.65
2020-10-05,165,0.33
2020-10-05,165,0.32
2020-10-05,165,0.15
2020-10-05,165,1.77
2020-10-05,165,1.58
2020-10-05,165,1.08
2020-10-05,165,0.15
2020-10-05,165,0.12
2020-10-05,165,0.17
2020-10-05,165,0.02
2020-10-05,165,0.02
2020-10-05,165,0.02
2020-10-06,178,1.82
2020-10-06,173,3.33
2020-10-06,173,2.48
2020-10-06,178,0.88
2020-10-06,173,5.48
2020-10-06,178,3.85
2020-10-06,173,3.93
2020-10-06,178,1.0
2020-10-06,178,2.93
2020-10-06,178,1.85
2020-10-06,178,2.88
2020-10-06,178,0.08
2020-10-06,178,3.62
2020-10-06,173,2.12
2020-10-06,178,1.07
2020-10-06,173,3.37
2020-10-06,178,0.88
2020-10-06,178,0.55
2020-10-06,173,3.72
2020-10-06,141,1.45
2020-10-06,141,3.83
2020-10-06,141,2.2
2020-10-06,135,2.18
2020-10-06,135,2.53
2020-10-06,135,2.38
2020-10-06,167,15.0
2020-10-06,135,0.75
2020-10-06,135,1.7
2020-10-06,141,0.87
2020-10-06,156,0.4
2020-10-06,172,2.25
2020-10-06,172,0.85
2020-10-06,172,2.52
2020-10-06,135,3.68
2020-10-06,172,0.33
2020-10-06,135,4.85
2020-10-06,178,2.18
2020-10-06,156,0.87
2020-10-06,178,6.33
2020-10-06,172,0.28
2020-10-06,178,3.0
2020-10-06,178,2.67
2020-10-06,135,1.2
2020-10-06,178,4.5
2020-10-06,178,0.82
2020-10-06,178,1.07
2020-10-06,156,1.67
2020-10-06,135,0.62
2020-10-06,141,0.55
2020-10-06,178,3.0
2020-10-06,172,2.35
2020-10-06,165,0.35
2020-10-06,165,0.27
2020-10-06,165,2.87
2020-10-06,165,0.02
2020-10-06,165,3.17
2020-10-06,165,4.1
2020-10-06,165,0.22
2020-10-06,165,2.48
2020-10-06,165,0.13
2020-10-06,165,0.18
2020-10-06,165,0.22
2020-10-06,165,1.72
2020-10-07,117,0.45
2020-10-07,164,4.07
2020-10-07,164,1.13
2020-10-07,164,2.97
2020-10-07,164,4.6
2020-10-07,111,5.13
2020-10-07,111,2.73
2020-10-07,111,0.57
2020-10-07,111,0.23
2020-10-07,164,0.7
2020-10-07,164,2.23
2020-10-07,164,3.65
2020-10-07,111,0.67
2020-10-07,164,2.9
2020-10-07,111,0.78
2020-10-07,111,3.82
2020-10-07,152,0.53
2020-10-07,164,2.57
2020-10-07,152,4.15
2020-10-07,152,0.88
2020-10-07,152,1.75
2020-10-07,136,3.18
2020-10-07,136,4.13
2020-10-07,152,2.03
2020-10-07,152,0.23
2020-10-07,152,0.7
2020-10-07,176,1.88
2020-10-07,152,2.22
2020-10-07,152,2.28
2020-10-07,152,0.02
2020-10-07,136,2.4
2020-10-07,152,0.38
2020-10-07,152,0.4
2020-10-07,152,0.35
2020-10-07,152,1.45
2020-10-07,152,0.12
2020-10-07,152,0.53
2020-10-07,152,0.15
2020-10-07,152,1.22
2020-10-07,152,0.88
2020-10-07,176,0.4
2020-10-07,152,0.15
2020-10-07,152,0.15
2020-10-07,176,0.47
2020-10-07,176,0.32
2020-10-07,176,1.92
2020-10-07,176,0.17
2020-10-07,176,0.02
2020-10-07,176,1.07
2020-10-07,176,1.22
2020-10-07,176,0.9
2020-10-07,176,0.47
2020-10-07,121,4.57
2020-10-07,176,1.48
2020-10-07,176,1.22
2020-10-07,176,0.4
2020-10-07,176,0.53
2020-10-07,121,0.2
2020-10-07,176,1.68
2020-10-07,121,0.23
2020-10-07,176,1.15
2020-10-07,121,0.7
2020-10-07,121,0.65
2020-10-07,121,0.55
2020-10-07,121,1.3
2020-10-07,121,0.57
2020-10-07,121,0.13
2020-10-07,121,0.73
2020-10-07,121,1.32
2020-10-07,134,4.33
2020-10-07,121,1.4
2020-10-07,121,0.53
2020-10-07,121,3.07
2020-10-07,134,0.23
2020-10-07,121,0.42
2020-10-07,134,0.38
2020-10-07,121,0.23
2020-10-07,121,0.98
2020-10-07,121,0.68
2020-10-07,176,0.52
2020-10-07,176,0.12
2020-10-07,176,2.33
2020-10-07,136,3.42
2020-10-07,176,0.02
2020-10-07,136,2.13
2020-10-07,136,0.72
2020-10-07,152,0.27
2020-10-07,152,0.5
2020-10-07,152,1.28
2020-10-07,152,0.73
2020-10-07,152,0.48
2020-10-07,152,0.12
2020-10-07,136,0.02
2020-10-07,136,0.47
2020-10-07,136,1.83
2020-10-07,186,3.7
2020-10-07,186,2.35
2020-10-07,186,1.4
2020-10-07,186,1.77
2020-10-07,186,1.0
2020-10-07,186,0.78
2020-10-07,186,0.67
2020-10-07,186,1.1
2020-10-07,186,1.73
2020-10-07,186,0.97
2020-10-07,186,3.95
2020-10-07,186,1.15
2020-10-07,186,1.92
2020-10-07,186,1.1
2020-10-07,186,1.27
2020-10-07,186,3.57
2020-10-07,186,0.77
2020-10-07,186,1.0
2020-10-07,186,1.82
2020-10-07,186,0.45
2020-10-07,186,0.82
2020-10-07,186,0.82
2020-10-07,186,1.4
2020-10-07,186,5.8
2020-10-07,186,7.07
2020-10-07,186,0.02
2020-10-07,186,0.75
2020-10-07,186,3.2
2020-10-07,186,2.18
2020-10-07,186,0.9
2020-10-07,117,3.73
2020-10-07,117,3.75
2020-10-07,117,5.87
2020-10-07,117,1.08
2020-10-07,117,5.37
2020-10-07,117,2.22
2020-10-07,117,2.37
2020-10-07,117,2.03
2020-10-07,117,0.53
2020-10-07,117,0.07
2020-10-07,117,0.88
2020-10-07,117,0.52
2020-10-07,117,0.32
2020-10-07,117,0.65
2020-10-07,117,0.97
2020-10-07,117,4.48
2020-10-07,117,0.52
2020-10-07,117,1.93
2020-10-07,117,3.12
2020-10-07,117,0.52
2020-10-07,117,0.65
2020-10-07,117,0.33
2020-10-07,117,2.55
2020-10-07,117,1.12
2020-10-07,117,0.73
2020-10-07,117,1.92
2020-10-07,117,0.75
2020-10-07,117,0.52
2020-10-07,117,3.13
2020-10-08,152,2.95
2020-10-08,152,6.8
2020-10-08,152,2.77
2020-10-08,152,1.88
2020-10-08,136,0.03
2020-10-08,164,2.13
2020-10-08,164,0.53
2020-10-08,164,0.33
2020-10-08,134,0.2
2020-10-08,164,0.37
2020-10-08,134,0.4
2020-10-08,134,0.38
2020-10-08,134,0.17
2020-10-08,164,1.1
2020-10-08,164,0.18
2020-10-08,164,1.08
2020-10-08,164,2.13
2020-10-08,164,0.7
2020-10-08,152,1.85
2020-10-08,152,0.7
2020-10-08,152,2.75
2020-10-08,136,2.43
2020-10-08,136,2.33
2020-10-08,152,1.02
2020-10-08,152,0.28
2020-10-08,152,4.28
2020-10-08,152,0.07
2020-10-08,152,0.75
2020-10-08,152,1.02
2020-10-08,136,1.83
2020-10-08,136,2.65
2020-10-08,152,0.63
2020-10-08,152,0.43
2020-10-08,152,0.08
2020-10-08,136,1.87
2020-10-08,136,0.23
2020-10-08,136,1.17
2020-10-08,136,0.5
2020-10-08,136,1.87
2020-10-08,136,0.15
2020-10-08,136,0.93
2020-10-08,136,0.85
2020-10-08,136,0.52
2020-10-08,136,1.13
2020-10-08,136,1.78
2020-10-08,136,1.1
2020-10-08,136,0.58
2020-10-08,136,0.58
2020-10-08,136,0.55
2020-10-08,136,1.0
2020-10-08,136,0.02
2020-10-08,136,1.07
2020-10-08,136,3.42
2020-10-08,136,0.03
2020-10-08,136,0.07
2020-10-08,136,3.05
2020-10-08,136,2.25
2020-10-08,136,10.2
2020-10-08,136,0.45
2020-10-08,136,0.43
2020-10-08,176,12.55
2020-10-08,136,0.45
2020-10-08,152,4.1
2020-10-08,152,0.4
2020-10-08,152,2.05
2020-10-08,152,2.95
2020-10-08,152,0.22
2020-10-08,152,2.13
2020-10-08,152,1.27
2020-10-08,152,1.35
2020-10-08,152,0.15
2020-10-08,152,3.52
2020-10-08,152,0.55
2020-10-08,152,0.28
2020-10-08,152,0.13
2020-10-08,152,1.12
2020-10-08,152,0.22
2020-10-08,152,1.5
2020-10-08,152,0.37
2020-10-08,152,2.02
2020-10-08,152,1.72
2020-10-08,152,1.43
2020-10-08,152,2.32
